no,cve_ent,year,valor,entidad,entidad_abr_m
1045,24,2064,3306917,San Luis Potosí,SLP
1045,25,2064,3235820,Sinaloa,SIN
1045,26,2064,3484456,Sonora,SON
1045,27,2064,2218202,Tabasco,TAB
1045,28,2064,3903958,Tamaulipas,TAM
1045,29,2064,1760837,Tlaxcala,TLAX
1045,30,2064,6464842,Veracruz,VER
1045,31,2064,3078462,Yucatán,YUC
1045,32,2064,1896540,Zacatecas,ZAC
1045,00,2065,143958301,Nacional,Nacional
1045,01,2065,1886266,Aguascalientes,AGS
1045,02,2065,5241868,Baja California,BC
1045,03,2065,1308808,Baja California Sur,BCS
1045,04,2065,891565,Campeche,CAMP
1045,05,2065,4182384,Coahuila,COAH
1045,06,2065,769288,Colima,COL
1045,07,2065,8003499,Chiapas,CHPS
1045,08,2065,4624139,Chihuahua,CHIH
1045,09,2065,6935213,Ciudad de México,CDMX
1045,10,2065,2017842,Durango,DGO
1045,11,2065,7197865,Guanajuato,GTO
1045,12,2065,2941777,Guerrero,GRO
1045,13,2065,3779783,Hidalgo,HGO
1045,14,2065,9996529,Jalisco,JAL
1045,15,2065,16781168,México,MEX
1045,16,2065,5852191,Michoacán,MICH
1045,17,2065,2001789,Morelos,MOR
1045,18,2065,1551909,Nayarit,NAY
1045,19,2065,9000073,Nuevo León,NL
1045,20,2065,4766178,Oaxaca,OAX
1045,21,2065,8509768,Puebla,PUE
1045,22,2065,3611011,Querétaro,QRO
1045,23,2065,2893921,Quintana Roo,QROO
1045,24,2065,3301292,San Luis Potosí,SLP
1045,25,2065,3220028,Sinaloa,SIN
1045,26,2065,3475152,Sonora,SON
1045,27,2065,2202018,Tabasco,TAB
1045,28,2065,3885582,Tamaulipas,TAM
1045,29,2065,1760096,Tlaxcala,TLAX
1045,30,2065,6400108,Veracruz,VER
1045,31,2065,3076161,Yucatán,YUC
1045,32,2065,1893030,Zacatecas,ZAC
1045,00,2066,143507972,Nacional,Nacional
1045,01,2066,1884455,Aguascalientes,AGS
1045,02,2066,5238767,Baja California,BC
1045,03,2066,1310119,Baja California Sur,BCS
1045,04,2066,885592,Campeche,CAMP
1045,05,2066,4180682,Coahuila,COAH
1045,06,2066,765370,Colima,COL
1045,07,2066,8020362,Chiapas,CHPS
1045,08,2066,4611378,Chihuahua,CHIH
1045,09,2066,6858398,Ciudad de México,CDMX
1045,10,2066,2010826,Durango,DGO
1045,11,2066,7179486,Guanajuato,GTO
1045,12,2066,2915413,Guerrero,GRO
1045,13,2066,3769045,Hidalgo,HGO
1045,14,2066,9974894,Jalisco,JAL
1045,15,2066,16657336,México,MEX
1045,16,2066,5849275,Michoacán,MICH
1045,17,2066,1989521,Morelos,MOR
1045,18,2066,1549825,Nayarit,NAY
1045,19,2066,9019945,Nuevo León,NL
1045,20,2066,4758051,Oaxaca,OAX
1045,21,2066,8503736,Puebla,PUE
1045,22,2066,3609877,Querétaro,QRO
1045,23,2066,2893027,Quintana Roo,QROO
1045,24,2066,3295140,San Luis Potosí,SLP
1045,25,2066,3203675,Sinaloa,SIN
1045,26,2066,3465255,Sonora,SON
1045,27,2066,2185552,Tabasco,TAB
1045,28,2066,3866599,Tamaulipas,TAM
1045,29,2066,1758963,Tlaxcala,TLAX
1045,30,2066,6335045,Veracruz,VER
1045,31,2066,3073061,Yucatán,YUC
1045,32,2066,1889302,Zacatecas,ZAC
1045,00,2067,143032072,Nacional,Nacional
1045,01,2067,1882203,Aguascalientes,AGS
1045,02,2067,5234449,Baja California,BC
1045,03,2067,1311061,Baja California Sur,BCS
1045,04,2067,879509,Campeche,CAMP
1045,05,2067,4178138,Coahuila,COAH
1045,06,2067,761322,Colima,COL
1045,07,2067,8035902,Chiapas,CHPS
1045,08,2067,4597702,Chihuahua,CHIH
1045,09,2067,6781472,Ciudad de México,CDMX
1045,10,2067,2003518,Durango,DGO
1045,11,2067,7159753,Guanajuato,GTO
1045,12,2067,2888857,Guerrero,GRO
1045,13,2067,3757384,Hidalgo,HGO
1045,14,2067,9951367,Jalisco,JAL
1045,15,2067,16530583,México,MEX
1045,16,2067,5845464,Michoacán,MICH
1045,17,2067,1976881,Morelos,MOR
1045,18,2067,1547421,Nayarit,NAY
1045,19,2067,9037745,Nuevo León,NL
1045,20,2067,4749203,Oaxaca,OAX
1045,21,2067,8495942,Puebla,PUE
1045,22,2067,3607655,Querétaro,QRO
1045,23,2067,2891255,Quintana Roo,QROO
1045,24,2067,3288438,San Luis Potosí,SLP
1045,25,2067,3186770,Sinaloa,SIN
1045,26,2067,3454707,Sonora,SON
1045,27,2067,2168837,Tabasco,TAB
1045,28,2067,3846962,Tamaulipas,TAM
1045,29,2067,1757446,Tlaxcala,TLAX
1045,30,2067,6269657,Veracruz,VER
1045,31,2067,3069169,Yucatán,YUC
1045,32,2067,1885300,Zacatecas,ZAC
1045,00,2068,142529549,Nacional,Nacional
1045,01,2068,1879501,Aguascalientes,AGS
1045,02,2068,5228818,Baja California,BC
1045,03,2068,1311591,Baja California Sur,BCS
1045,04,2068,873275,Campeche,CAMP
1045,05,2068,4174737,Coahuila,COAH
1045,06,2068,757124,Colima,COL
1045,07,2068,8050118,Chiapas,CHPS
1045,08,2068,4582981,Chihuahua,CHIH
1045,09,2068,6704276,Ciudad de México,CDMX
1045,10,2068,1995867,Durango,DGO
1045,11,2068,7138636,Guanajuato,GTO
1045,12,2068,2862081,Guerrero,GRO
1045,13,2068,3744793,Hidalgo,HGO
1045,14,2068,9925869,Jalisco,JAL
1045,15,2068,16400979,México,MEX
1045,16,2068,5840658,Michoacán,MICH
1045,17,2068,1963903,Morelos,MOR
1045,18,2068,1544724,Nayarit,NAY
1045,19,2068,9053484,Nuevo León,NL
1045,20,2068,4739547,Oaxaca,OAX
1045,21,2068,8486385,Puebla,PUE
1045,22,2068,3604320,Querétaro,QRO
1045,23,2068,2888611,Quintana Roo,QROO
1045,24,2068,3281143,San Luis Potosí,SLP
1045,25,2068,3169269,Sinaloa,SIN
1045,26,2068,3443469,Sonora,SON
1045,27,2068,2151879,Tabasco,TAB
1045,28,2068,3826580,Tamaulipas,TAM
1045,29,2068,1755564,Tlaxcala,TLAX
1045,30,2068,6203910,Veracruz,VER
1045,31,2068,3064460,Yucatán,YUC
1045,32,2068,1880997,Zacatecas,ZAC
1045,00,2069,141999271,Nacional,Nacional
1045,01,2069,1876351,Aguascalientes,AGS
1045,02,2069,5221794,Baja California,BC
1045,03,2069,1311731,Baja California Sur,BCS
1045,04,2069,866924,Campeche,CAMP
1045,05,2069,4170440,Coahuila,COAH
1045,06,2069,752785,Colima,COL
1045,07,2069,8062967,Chiapas,CHPS
1045,08,2069,4567093,Chihuahua,CHIH
1045,09,2069,6626630,Ciudad de México,CDMX
1045,10,2069,1987832,Durango,DGO
1045,11,2069,7116060,Guanajuato,GTO
1045,12,2069,2835049,Guerrero,GRO
1045,13,2069,3731261,Hidalgo,HGO
1045,14,2069,9898312,Jalisco,JAL
1045,15,2069,16268616,México,MEX
1045,16,2069,5834770,Michoacán,MICH
1045,17,2069,1950542,Morelos,MOR
1045,18,2069,1541674,Nayarit,NAY
1045,19,2069,9067103,Nuevo León,NL
1045,20,2069,4729059,Oaxaca,OAX
1045,21,2069,8475041,Puebla,PUE
1045,22,2069,3599868,Querétaro,QRO
1045,23,2069,2885097,Quintana Roo,QROO
1045,24,2069,3273211,San Luis Potosí,SLP
1045,25,2069,3151149,Sinaloa,SIN
1045,26,2069,3431459,Sonora,SON
1045,27,2069,2134670,Tabasco,TAB
1045,28,2069,3805393,Tamaulipas,TAM
1045,29,2069,1753296,Tlaxcala,TLAX
1045,30,2069,6137784,Veracruz,VER
1045,31,2069,3058956,Yucatán,YUC
1045,32,2069,1876354,Zacatecas,ZAC
1045,00,2070,141440479,Nacional,Nacional
1045,01,2070,1872739,Aguascalientes,AGS
1045,02,2070,5213291,Baja California,BC
1045,03,2070,1311473,Baja California Sur,BCS
1045,04,2070,860467,Campeche,CAMP
1045,05,2070,4165245,Coahuila,COAH
1045,06,2070,748300,Colima,COL
1045,07,2070,8074413,Chiapas,CHPS
1045,08,2070,4549923,Chihuahua,CHIH
1045,09,2070,6548490,Ciudad de México,CDMX
1045,10,2070,1979415,Durango,DGO
1045,11,2070,7091981,Guanajuato,GTO
1045,12,2070,2807732,Guerrero,GRO
1045,13,2070,3716743,Hidalgo,HGO
1045,14,2070,9868590,Jalisco,JAL
1045,15,2070,16133593,México,MEX
1045,16,2070,5827714,Michoacán,MICH
1045,17,2070,1936800,Morelos,MOR
1045,18,2070,1538260,Nayarit,NAY
1045,19,2070,9078596,Nuevo León,NL
1045,20,2070,4717670,Oaxaca,OAX
1045,21,2070,8461898,Puebla,PUE
1045,22,2070,3594319,Querétaro,QRO
1045,23,2070,2880770,Quintana Roo,QROO
1045,24,2070,3264605,San Luis Potosí,SLP
1045,25,2070,3132411,Sinaloa,SIN
1045,26,2070,3418627,Sonora,SON
1045,27,2070,2117236,Tabasco,TAB
1045,28,2070,3783319,Tamaulipas,TAM
1045,29,2070,1750670,Tlaxcala,TLAX
1045,30,2070,6071245,Veracruz,VER
1045,31,2070,3052634,Yucatán,YUC
1045,32,2070,1871310,Zacatecas,ZAC
